,customer_id,article_ids
62,017e2e31de087ecad0692590400cf633742f7c3373a837ad2842d16dff20eb22,"[706016001 448509014 610776002 706016003 759871002 720125001 554450001
 562245001]"
63,0185d5d59e39727a052cdaaa3b8145e087e3a2ea0135e6837ea167bbc36a4ee2,"[610776002 706016001 610776001 751471001 658030006 562245001 399087030
 706016002]"
64,018964d687826a83e640b122c829bfcc2e58e63bcc54a1276ef5b1b622e4a62b,"[706016002 706016003 562245001 448509014 562245046 759871002 720125001
 741356002]"
65,019272f4940035ca856257aeecead172d3faf7315e96d04513a85ab89d407530,"[706016001 706016002 610776002 759871002 720125001 741356002 610776001
 706016015]"
66,0193ecf5897f8ea030012a4b5142c99139db58a410b1e7347e450b550caf1f67,"[706016001 759871002 688537004 448509014 720125001 706016002 741356002
 351484002]"
67,019bbf0c4f9e22ad37fc40de602af05cded1397abe194e2d004c44a605a2b7c8,"[706016001 610776002 706016003 562245046 720125001 610776001 759871002
 706016006]"
68,01a4717d38b651e46dda7f1ab8d1494af2682a847fa9a52a8f9ab1a09acd0294,"[621913001 619209001 600941001 638192003 631716001 552611001 515201001
 495949003]"
69,01a5c59be6a604638a6a4d26a0378f244455fb6d037138e9e036cad21f343aa1,"[706016001 706016002 706016003 610776002 562245001 759871002 706016015
 372008011]"
70,01a9a077a83eacc6fd946a60c4ca2aed16219fcd83d31e3110fa04630c42b96d,"[706016001 610776002 562245001 706016003 610776001 533135005 520392001
 509843008]"
71,01abe31ce31dd51c04076e2fe562c67ea39d2921355de1aadb4575f624483f59,"[706016001 599580038 599580055 869232003 844906001 610776002 866578002
 852551001]"
72,01b15c3a3a7dbee075d8056380ffbbbdbf76c3545bb55af8ef1abf5e95f654a9,"[706016001 610776002 706016002 569240001 555684002 562245001 663247002
 597231005]"
73,01c19c0ba392de6d2bee657a616eca254d8fa6d06dde299b73d4276381b54554,"[706016001 610776001 706016002 237222016 533349001 552471029 633785011
 615325003]"
74,01c92ca90db8beeb721af5bfed8d295dedc11577f2ce2bc8fa96567ce71b3058,"[706016001 871005003 610776002 759871002 819314001 913070001 610776001
 706016002]"
75,01ca35e834828dd63de3301dfede1cb99a3e22d64add35923042154348974684,"[706016001 610776001 706016002 751471001 720125001 871005003 590928001
 351484002]"
76,01d106a0b45ae7f169b3233d332bf325c80c24d4d160edeccf7d70905077fb86,"[706016001 706016002 610776002 562245001 741356002 599580017 189383014
 189383001]"
77,01d7f32500d8afea0635d3249e53f46399c22714307386b75ee00a567e26a670,"[706016001 706016002 759871002 706016003 706016015 799365002 714790020
 448509018]"
78,01d97c389e6a4280f515c9a6fb42723401c856b16931c9d9439c28f010b310cc,"[759871002 610776002 706016001 562245001 399087010 399087014 399087029
 720125001]"
79,01dd96059a11759518f10969d0a528f03c8501dc4c628bf69409db1890a59216,"[706016001 610776002 706016002 756930001 625193002 624828003 568711001
 549961018]"
80,01df3dc562e3f2f9d3531d0f991c5f5b2c1a22ce4e23502b47639f32fbe80856,"[706016001 706016002 448509014 610776002 720125001 759871002 610776001
 706016003]"
81,01e464bf74b13a55df22de1528eff2b33749c0cd92953b62bd22dee2de17d1fd,"[706016001 706016003 610776002 706016015 448509014 741356002 706016006
 759871002]"
82,01e886f47823fba684d6771a95125ea585ae2d5d7e43cddfa38ff30109d63b42,"[706016002 706016003 610776001 871005003 741356002 673396002 706016015
 806388001]"
83,01f4206190d208e8c27272a1be22ab728bb134f773ca5258935208a1ec5c2f0d,"[706016001 448509014 706016002 720125001 610776002 684209001 590928001
 741356002]"
84,01f9e6f3b64b913d31eeab3c2ac7b3f96ceb9a6cc5d4ea2923b9db6eb6c9bbc6,"[706016001 759871002 610776002 706016002 448509014 720125001 706016003
 741356002]"
85,01fb69e73a65392df5d0a5cf3b33c6c927419a007ee42a23d5ce8a9ef9a50759,"[706016001 610776002 706016002 610776001 759871002 918726001 775843001
 588460001]"
86,0200c3edff395a7f20b6d26d9eb37f0ca98b0dad615088f94320bda7a567a1ab,"[706016001 610776002 706016002 448509014 741356002 351484002 590928001
 706016003]"
87,02053c61a2d576823bbffa89894c5e6356ebfbfe69e09f5518b97bfc59f0900f,"[706016001 610776002 448509014 720125001 759871002 706016003 562245046
 806388001]"
88,02077983548e8c42ada4a10bea75301b2725351f330cf8b72e10f79bf1861f30,"[610776002 706016001 610776001 706016002 706016003 720125001 448509014
 562245001]"
89,02108ab80a201e5c48717fd2b5697e24931f2efbcbf163aaa918f3c340bb0e03,"[706016001 610776002 706016002 610776001 706016003 720125001 759871002
 562245046]"
90,0215d87ba062ce799b1ae7149863bee1a584fdadbc18cdeba0f57d71ed723051,"[610776002 706016001 610776001 562245001 706016002 399087029 562245046
 706016003]"
91,021995b2b22b7bed8df170cec8ed67ac384552d0e5757b3983715388d23b585a,"[706016001 706016002 448509014 871005003 720125001 814877003 706016003
 610776002]"
92,021d17af66fa67e69722350f7e247c253eb877d41ac54847866a8686f195285e,"[706016001 706016002 562245001 706016003 562245046 448509014 749699002
 741356002]"
93,021f41d3e6d5ce6cc64e99bbaa8d9c1ebcb67e229a6fbe462c950503955875f0,"[706016001 448509014 610776002 706016003 590928001 741356002 720125001
 688537004]"
94,022064800152ad93969188799580e0d2173bc7696f6deec3157f0938315410b4,"[706016001 706016003 562245001 610776002 562245046 448509014 539723005
 759871002]"
95,022314786c5a6f0b718cde5da91f7e821dec63e157257a2b7db3ac486efdf4c0,"[706016006 610776002 399223001 554450001 741356002 448509014 562245001
 759871002]"
96,023d1b8bc0c4ebbc424fe52144370ee11743981a11f1e3fe8578ba672af1525e,"[819314001 913070001 596548004 581378002 539472002 533135005 520392001
 509843008]"
97,025a96fbd49863df62d515566b2adec97b81a0cb359409bc20e144908fc984df,"[706016001 554450001 658030017 399087030 399087014 610776001 399087010
 706016002]"
98,02703e242da346fc85f1aad21208d1103e62e705564c81ca2b6edf943032320a,"[706016001 610776002 751471001 610776001 562245001 720125001 706016002
 562245046]"
99,0272a7d4d9b7348862c9c626e791a67dd35ef075703966082f52a26df911502b,"[706016001 871005003 610776002 596548004 581378002 539472002 533135005
 509843008]"
100,027c69cdb70880e5101ba7def309cb41239e9c5c33e0c047816ead62be6db8b0,"[706016002 706016003 448509014 610776002 706016015 759871002 562245001
 610776001]"
101,027df6800c4009965a05d67ad7fd4724aaf114cc508548c4626b267f5e97ef40,"[706016001 706016002 610776002 610776001 741356002 702809001 674855001
 599580017]"
102,028392e55850a43b1862ba06509fba9032792f97e356c5a03cacb9981e266996,"[706016001 610776002 706016002 554450001 599580017 610776001 751471001
 706016003]"
103,02866d4eafbf83a35627430a7d550fe80d8f3a9b1d9d2626719fbb28ef52b747,"[706016002 610776002 562245001 706016003 562245046 610776001 399223001
 706016015]"
104,029247e33383fb4922807250b5076cbfff399d846ce169008017d7dbfc3d8f52,"[610776001 706016001 562245001 562245046 399087010 399087014 562245018
 673677002]"
105,029a42b61a2ea0ab0f585cfd0461d6e3ab9bf34efa1026ce3228cbd4c3d1baa2,"[706016001 706016002 759871002 539217021 542730004 793193004 603861005
 566940011]"
106,02a02c0969c67adde90ede610a54b365c31187872585eac40590c7327ebd7783,"[706016001 706016002 759871002 706016003 448509014 610776002 562245046
 562245001]"
107,02a1d44a25558255579a3e364fcd88c96a7aaab0abd973351b43110583519841,"[706016001 562245046 706016002 706016003 610776001 855087001 710888001
 619782001]"
108,02aa395666eda378d154b6c2a121b87d45b915f1e5dd1fa69f07b6ef716ba0d8,"[706016001 590928001 706016002 448509014 689109003 589599047 759871002
 610776002]"
109,02ae5ea6cd4582e66730e9dea1774981717803d5ff2567d65f233969b3462534,"[610776002 706016003 562245046 706016015 880485002 871005003 610776001
 399223001]"
110,02b26c6c21bb1342cb4773940afa7dd88019d22ffc7e13f7e6f10b9443509e8a,"[706016001 610776002 610776001 759871002 562245046 562245001 741356002
 554450001]"
111,02b41a13179a6197e832ed7ee784e3f8c2b1133c573403903424248026eea30d,"[706016001 610776002 562245046 706016002 554450001 706016003 749699002
 673396002]"
112,02b635822ad5378d0f8faba38dd0d0f3a6ec9d43b2564ecd9e1a66bbc9200cc0,"[610776002 759871002 706016015 562245001 610776001 448509014 554450001
 673396002]"
113,02ba264ea5c7130504924f49228bcbaaa9ee96b76a6b4b0a16e19e691cf59f7b,"[706016001 631429002 568842001 560030004 523649001 434080005 568601006
 622046001]"
114,02bfe1a5248beb9cd28ad4ac630a6d75e78d9a3e14551abee7a5a28d5812ea77,"[610776002 706016015 562245001 448509014 610776001 562245046 720125001
 399223001]"
115,02c28783743bd7bedd874feb937a02f5f8b8cf88d0999e50ddb49ac190ad1f7b,"[706016001 706016002 610776002 562245046 554450001 399223001 610776001
 720125001]"
116,02c3bef1e6dc8dfbcc37d9eff3a03b7b11b36bc1227250d654b04f79aceb7a28,"[706016001 706016002 610776002 706016003 562245001 610776001 562245046
 706016015]"
117,02c5faddafcbbdcb9167dbbff072045bab47f02b3183c380b8f1d71713467e42,"[706016001 610776002 706016003 706016015 562245046 351484002 562245001
 610776001]"
118,02c6008405449619f985cb309e11ac815e105336e61c1de50caa03308570f548,"[706016002 759871002 448509014 610776002 706016003 673396002 610776001
 554450001]"
119,02cb28430730800b98c01722472eedb5823df4903485032bac85298b6e9d49da,"[706016001 759871002 448509014 706016002 806388002 610776002 806388001
 448509001]"
120,02ced81a6ec067ef3e63113ef653ad4ef942420b2da27ee6cdfda0087b8a989a,"[706016001 610776002 562245001 673677002 806388002 562245046 678942001
 806388003]"
121,02dd164d87472e7311cd12ea8df993b4a084ad528ed4afb6356fb3d4fbeea68f,"[706016001 758089002 758064001 758060001 706016002 689109003 692930003
 772031001]"
122,02dfdd37534b6a7cea2d88737eed4cfa3fcb7cb953d185562ce55f2878fb6642,"[706016002 610776002 720125001 759871002 562245046 610776001 562245001
 706016015]"
123,02e35b6cf98c3c5b8c7d9e792011aded7141fbea38bfcd50b4758d8b1b89dfff,"[759871002 706016003 610776002 448509014 562245001 562245046 720125001
 706016015]"
124,02e3af318b103d91c7224d87d3ec7dfd2d625eb51c16d43ed9407fb2c3b98eac,"[706016001 759871002 720125001 806388003 706016002 674538001 669734002
 643220001]"
125,02e5eae41ecdd3a25b8bfcf7e2c1cf46fdca6bace68bfa27c3a3ef815979f6f2,"[706016003 610776002 448509014 562245001 706016006 562245046 399223001
 610776001]"
126,02e7249930c3717cc2777c69654ae9d2acb4fde4d9c848a74546144e39133653,"[610776002 706016002 759871002 448509014 720125001 610776001 871005003
 806388002]"
127,02e731c1f4fe0ff8d75da6d7c0151b28cebea7eaff8cac72c6e78ef0afc90316,"[706016001 610776001 706016002 706016003 562245046 562245001 685816001
 488017013]"
128,02e9942ada4ff738949666d5c0c910f21cfaef668cec745e5f34ebdbf9fe2e23,"[610776002 706016001 706016002 678942001 759871002 562245001 372860001
 720125001]"
129,02f007d686cefd27182c0c6b8542acc4174857e211f070a5bae0b51f6a878e85,"[706016001 706016002 610776002 759871002 706016003 554450001 448509014
 689109003]"
130,02fb6fa5729b828f1589d74b5b6c2e487170479733158ed8337f0f3637a1006b,"[706016001 610776002 706016002 706016003 759871002 610776001 720125001
 688537004]"
131,02fdcca794d1740b9b8e8fb1299663553756994d97eb63d29baa8d7b44faf648,"[706016001 610776002 706016002 720125001 915092002 759871002 562245001
 704658027]"
132,02fe805ebeaeaf1290b6764f152cbbea3e94ad8ba86d4c1a4800f42f471d644c,"[706016001 706016002 610776002 678942001 610776001 720125001 706016003
 759871002]"
133,02fffcbf975ae3a21f89605d522c431a63e63c46dffd1eb89689db6da908cdef,"[448509014 706016003 706016015 610776002 759871002 699075001 692930003
 554450001]"
134,0302eae63785641cf71a0b81a06b3cea80d330955237d1e3acca7615e22aa73a,"[706016001 610776002 448509014 706016003 720125001 706016015 610776001
 741356002]"
135,0311240a143dabeea7a525272f03aa289d3685f048b4edf00197b58baacf8775,"[610776002 706016015 562245046 812928001 717810003 703399002 692834008
 688209005]"
136,031467b574c674387defb341d582cf9e61c4463f976e5c6d1e73b4a1c584f5f8,"[706016001 562245001 706016002 706016003 720125001 448509014 610776028
 562245018]"
137,0316afed5c2a1def79d29ee520efe857f12c003d28fe8ffb56b7c6cb901b9eb9,"[610776002 706016001 610776001 706016002 720125001 562245001 572797002
 579541001]"
138,031cf7d9c2f4226c11d7343e7817d9178f0f5cb13212161a7b313a1b894509c5,"[706016001 688537004 759871002 684209027 684209004 599580017 351484002
 482258007]"
139,0320936d941461f87a984ac352d9a7e2b9ec611e8058762e8cbc7ad8a3fbd7ca,"[706016001 610776002 610776001 706016002 749699002 448509014 720125001
 749699001]"
140,03223eacb1239cc50947fb0f07d75694548c721ccffb165870570d91f3ce4664,"[706016003 554450001 610776002 554450036 573085004 573085033 562245062
 610776001]"
141,032bfa2ee5ed4729cb92b26f029bf391e24ffd9d82040420b10514fb26433fa9,"[706016002 610776002 706016015 448509014 562245001 741356002 562245046
 453445030]"
142,032ed3460f527d1853686e7438b9605d6d95e594cb0911b1520957599b4e3814,"[706016001 610776002 706016003 562245001 562245046 610776001 713824011
 706016015]"
143,0332d410ff24569c050074aa4b94988545f68f7c2a42b48418f3d50c9e54470a,"[706016001 706016002 759871002 610776002 720125001 706016003 819314001
 913070001]"
144,03490c50d0a6842b78563dcb6c20245a55c16a821347089f6e885953ded8487a,"[706016002 759871002 610776002 706016003 610776001 741356002 720125001
 448509001]"
145,034b090fbec838342c47be3efc7ca973113a8b159304366263de16d8fbb759cd,"[706016001 610776002 706016002 562245001 610776001 562245046 554450001
 759871002]"
146,034e1f6aeed0acd3871db52fd00ab50903de88baf49fd7f57867bae3fb6a2b7e,"[610776002 706016001 706016002 562245001 610776001 723206001 575839003
 559556003]"
147,034ebdce4fa0a58809a3c555f4921f003ca016c347a4098cf508576715b0ccd5,"[706016001 562245001 706016002 678942001 562245046 610776002 706016003
 751471001]"
148,035057b40cf49a5c0dec24c8bab677cc989e58624496d4971a8955fdc77e30c4,"[399087029 610776002 706016001 688558001 399087021 399087028 562245001
 610776001]"
149,0350db312b33ec58e9b4e40c56998594d613476ec605b4c5a5a435e9ed172d70,"[706016001 610776002 706016002 759871002 448509014 922310001 720125001
 562245001]"
150,035117ca45dc1f149d48eecf6eaf8f77958d3f0c073875e4f9145a4179e84b15,"[706016001 759871002 801098001 756930001 625193002 624828003 568711001
 549961018]"
151,0351eb3c66a9d967573c20dd61da6588115b78864c4a0f5684d02663bfd58dc4,"[706016001 581378002 539472002 533135005 520392001 509843008 351484002
 759871002]"
152,035455ec1c3cbfd1249f95021872b9465ad04b59c1712fc18e046cbfcd521e6c,"[706016002 448509014 759871002 610776002 720125001 399223001 706016006
 554450001]"
153,0369837658384b56086c68cf1c5ed08ff1c672acd15ece56b78f69fa1a0f4e8c,"[562245001 751471001 783346001 706016001 610776002 554450001 762846008
 610776001]"
154,036acb16f0d2c8005ed34bd516f5dd06e7c49488d701e45829a374b5a11098e8,"[610776002 759871002 720125001 673396002 562245001 554450001 706016006
 351484002]"
155,036d07720d278a30da8e0c5c0d17c9118939f30247fc9dfa872d1248ddde1de0,"[706016001 759871002 706016003 610776001 681917004 392168001 623522003
 741356002]"
156,03745a067be8306fe4808f7df3a905e0ab6508eed8b2ff4f4e937db3b2c47e16,"[706016001 610776002 706016002 720125001 610776001 562245046 706016003
 806388001]"
157,03753ef30f2e0164071c162801deeb5fc1c27aa4fb0162b6e8e08dd731043542,"[706016001 448509014 610776002 759871002 351484002 749699002 706016002
 720125001]"
158,03757c933a8e10767ed949607108a9b13d4b2857e28ffbc54e7fc411bb2acc6a,"[706016001 706016002 759871002 610776002 448509014 720125001 715201035
 506411011]"
159,037e08093e509a5a38619e321d432b6cdb6476c48211c50fcc80a39ac56feeae,"[706016001 706016002 610776002 566320011 487206009 485554004 433414040
 326885049]"
160,037f3383858eff07bd324b8a4d94cd0c8d6da443f640272e6f6e6a7d3a971a4c,"[706016001 562245001 610776001 751471001 573716012 448509014 562245046
 783346001]"
161,0385f140c36dabc7cfb7b3083830de976e22c3864b95bc305615090a30bd6f49,"[706016001 610776002 720125001 706016002 372860001 610776001 706016003
 562245046]"
162,03872d4610f4834f13db3e6e8712b7a7be349c76dbafef80357923b9cf2422cc,"[706016001 706016002 706016003 448509014 759871002 562245001 720125001
 554450001]"
163,039223fd077d6fb72bc8be25cf669f8dfd3596c3f427ae3206703f9671e47f60,"[706016001 448509014 759871002 610776002 706016002 720125001 610776001
 806388002]"
164,03a3533b8d81b303b6883d985554fe86dea7e32f683bfe4ddfda2a6ea18801cc,"[706016003 610776001 562245001 562245046 448509014 706016015 554450001
 720125001]"
165,03a3dbef833b1a78989f71c8eb8ff794a40820015542d2783d5b9d0d20b375b4,"[706016001 610776002 562245001 448509014 562245046 706016015 720125001
 610776001]"
166,03a3ea598ac18b8cd9efe64998af2aa7306b412ef5217a486fc03bbb35687fab,"[706016001 706016002 610776001 610776002 619209001 552611001 515201001
 495949003]"
167,03a9200a89f4def2771e927d2646fa9af8a7bd9bc713a90bbdfcdecb7d0df780,"[706016001 706016002 610776002 562245046 706016003 573716012 751471001
 610776001]"
168,03b7d6bcac6e5cb1368279f12be43780d0bed74e8bdca85810f1f7fba4d875f1,"[706016001 706016002 610776002 688537004 448509014 590928001 610776001
 351484002]"
169,03b815826db756b2c77d0a8959d7647f844de4651f55f131d8b01dd5262ab1dc,"[706016001 706016002 448509014 562245001 720125001 610776001 706016003
 759871002]"
170,03b99ca884e0571a657d044f451233b813de3b5b83743f97fc113afd4968859d,"[706016002 706016003 720125001 610776002 448509014 759871002 562245046
 562245001]"
171,03ba770eb10f2e9a7369a8b508636495ac7b66e6b37c1b80b94c37f4e619e959,"[706016001 706016003 448509014 706016015 610776002 720125001 759871002
 706016006]"
172,03bf5c9f715dc31c091341654906740cc802896b73ffe4e295bd9eb113ebdf20,"[706016001 610776002 706016003 562245001 554450001 562245046 448509014
 562245018]"
